Organisationsname,Straße,Postleitzahl,Stadt,Bildungsbereich,Tag(s),Schultyp,Bundesland,Land,Änderungsdatum
Gustav-Stresemann-Gymnasium Bad Wildungen,Stresemannstr.33,34537,Bad Wildungen,,"Region Nordhessen,Ehrung_2017,Erstbewerber MINT 2017,Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,Digitale Schule Ehrung 2019,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HE,Deutschland,2020-05-30 06:59:06
Alexander-von-Humboldt-Schule Lauterbach,Bahnhofstraße 44-48,36341,Lauterbach,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erst-Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HE,Deutschland,2020-05-29 13:29:03
Wilhelmsgymnasium Kassel,Kunoldstraße 51,34131,Kassel,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HE,Deutschland,2020-05-29 12:31:01
Alfred-Delp-Schule Lampertheim,Carl-Lepper-Str. 5,68623,Lampertheim,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Haupt- und Realschule,HE,Deutschland,2020-05-28 14:44:07
Schule an der Wascherde Lauterbach,An der Wascherde 26,36341,Lauterbach,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erst-Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",verbundene Haupt- und Realschule mit Förderstufe,HE,Deutschland,2020-03-17 12:51:14
Adorno-Gymnasium Frankfurt,Miquelallee 160,60323,Frankfurt am Main,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erst-Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HE,Deutschland,2020-06-05 13:14:21
Wigbertschule Hünfeld,Jahnstraße 9,36088,Hünfeld,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HE,Deutschland,2020-05-28 08:39:55
Hohe Landesschule Hanau,Alter Rückinger Weg 53,63452,Hanau,,"Ehrung_2017,Erstbewerber MINT 2017,Wissensfabrik Partnerschulen 2018,Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,Digitale Schule Ehrung 2019,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HE,Deutschland,2020-06-29 16:43:34
Martin-Luther-Schule Rimbach,Staatsstraße 6,64668,Rimbach,,"Metropolregion Rhein-Neckar MINT-Region,Ehrung_2017,Erstbewerber MINT 2017,Wissensfabrik Partnerschulen 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HE,Deutschland,2020-05-28 13:48:58
Oranienschule Wiesbaden,Oranienstraße 5-7,65185,Wiesbaden,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erst-Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HE,Deutschland,2020-05-30 16:33:38
Franziskanergymnasium Kreuzburg Großkrotzenburg,Niederwaldstraße 1,63538,Großkrotzenburg,,"Ehrung_2017,Erstbewerber MINT 2017,Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HE,Deutschland,2020-06-12 10:12:06
Berufliche Schulen Korbach und Bad Arolsen Berufliche Schule des Landkreises Waldeck-Frankenberg,"Kasseler Str., 17",34497,Korbach,,"Ehrung_2016,Erstbewerber MINT 2016,Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Berufliche Schulen,HE,Deutschland,2019-10-24 10:58:45
Reichenberg-Schule Reichelsheim,Beerfurther Str. 24,64385,Reichelsheim,Primarbereich,"Ehrung_2014,Bewerbung MINT 2014,Metropolregion Rhein-Neckar MINT-Region,Ehrung_2017,Erneute Bewerbung MINT 2017,Bewerbung Digitale Schule 2017,Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,Wissensfabrik Partnerschulen 2018,02 Erneute Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,HE,Deutschland,2020-03-17 11:35:49
CJD Jugenddorf-Christophorusschule Oberurff Bad Zwesten,Bergfreiheiter Str. 19,34596,Bad Zwesten - Oberurff,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium und Realschule,HE,Deutschland,2020-08-06 10:17:34
Freiherr-vom-Stein-Schule Wetzlar,Stoppelberger Hohl 89,35578,Wetzlar,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium (Mittelstufengymnasium),HE,Deutschland,2020-05-24 17:22:21
Jacob-Grimm-Schule Kassel,Wilhelmshöher Allee 35-39,34117,Kassel,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Oberstufengymnasium,HE,Deutschland,2020-05-26 18:38:39
Nikolaus-August-Otto-Schule Bad Schwalbach,Emser Str. 100,65307,Bad Schwalbach,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Kooperative Gesamtschule mit Gymnasialer Oberstufe,HE,Deutschland,2020-07-30 10:52:59
Friedrichsgymnasium Kassel,Humboldtstr. 5,34117,Kassel,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HE,Deutschland,2020-05-29 14:37:03
Werner-von-Siemens-Schule Wetzlar,Dammstraße 62,35576,Wetzlar,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Berufsbildende Schule,HE,Deutschland,2020-05-30 11:37:52
Gymnasium Osterbek Hamburg,Turnierstieg 24,22179,Hamburg,,"Ehrung_2012,Ehrung_2016,Bewerbung MINT 2012,Digitale Schule Ehrung 2017,Bewerbung Digitale Schule 2017,Erneute Bewerbung MINT 2018,Ehrung_2018,02 Erneute Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HH,Deutschland,2020-05-31 21:17:09
Matthias-Claudius-Gymnasium Hamburg,Witthöfftstraße 8,22041,Hamburg,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HH,Deutschland,2020-05-31 18:44:21
Stadtteilschule Poppenbüttel Hamburg,Schulbergredder 21a,22399,Hamburg,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,HH,Deutschland,2020-06-01 03:25:31
AWO Hamburg Akademie für Bildung und Integration gGbmH Hamburg,Auf dem Königslande 45,22041,Hamburg,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",schulersetzende Bildungseinrichtung,HH,Deutschland,2020-05-05 22:25:48
Heisenberg-Gymnasium Hamburg,Triftstraße 43,21075,Hamburg,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HH,Deutschland,2020-06-13 22:49:01
Heinrich-Heine-Gymnasium Hamburg,Harksheider Straße 70,22399,Hamburg,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,HH,Deutschland,2020-05-26 17:09:23
Gymnasium Reutershagen,Mathias-Thesen-Str. 17,18069,Rostock,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,MV,Deutschland,2020-06-11 14:07:08
Grundschule Marlower Loris Marlow,Otto-Grotewohl-Straße 12A,18337,Marlow,Primarbereich,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka", Grundschule,MV,Deutschland,2020-07-30 12:35:56
Niedersächsisches Internatsgymnasium Bad Bederkesa,Seminarstraße 8,27624,Geestland,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NI,Deutschland,2020-05-28 08:47:00
Oberschule Jesteburg mit gymnasialem Angebot,Moorweg 28,21266,Jesteburg,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Wissensfabrik Partnerschulen 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Oberschule,NI,Deutschland,2020-05-29 13:48:16
Gymnasium Antonianum Vechta,Willohstraße 19,49377,Vechta,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NI,Deutschland,2020-05-29 13:21:34
Grundschule Weener,Wiesenstraße 2,26826,Weener,Primarbereich,"Ehrung_2017,Erstbewerber MINT 2017,Wissensfabrik Partnerschulen 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,NI,Deutschland,2020-03-18 12:14:21
Gymnasium Helene-Lange-Schule Hannover,Hohe Str. 24,30449,Hannover,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NI,Deutschland,2020-05-08 09:50:47
Gymnasium Burgdorf,Berliner Ring 27,31303,Burgdorf,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NI,Deutschland,2020-05-27 10:39:52
Grundschule Fredenbeck,Raakamp 6,21717,Fredenbeck,Primarbereich,"Ehrung_2017,Erstbewerber MINT 2017,Wissensfabrik Partnerschulen 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020",Grundschule,NI,Deutschland,2020-05-28 11:34:02
Gaußschule Braunschweig,Löwenwall 18a,38100,Braunschweig,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020",Gymnasium,NI,Deutschland,2017-10-25 18:02:21
Integrierte Gesamtschule Garbsen,Meyenfelder Str. 8-16,30823,Garbsen,,"Ehrung_2017,Erstbewerber MINT 2017,02 Erst-Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,04 keine Digital Ehrung 2020,00 bearbeitet von Solka",Integrierte Gesamtschule,NI,Deutschland,2020-05-29 11:01:59
Grundschule Harburger Straße Buxtehude,Halepaghenstr.3,21614,Buxtehude,Primarbereich,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,NI,Deutschland,2020-05-05 22:36:55
Comeniusschule Hannover,Kollenrodtstraße 3,30161,Hannover,Primarbereich,"Ehrung_2017,Erstbewerber MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,NI,Deutschland,2020-05-26 08:54:45
Kreisgymnasium St. Ursula Haselünne,Klosterstr. 1,49740,Haselünne,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NI,Deutschland,2020-05-26 19:34:40
Grundschule Ahlerstedt,Zevener Straße 30,21702,Ahlerstedt,Primarbereich,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,NI,Deutschland,2020-03-25 11:12:34
Realschule Calberlah,Schulstraße 3,38547,Calberlah,,"Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,Digitale Schule Ehrung 2019,02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule,NI,Deutschland,2019-05-31 11:03:29
Gymnasium Große Schule Wolfenbüttel,Rosenwall 12,38300,Wolfenbüttel,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NI,Deutschland,2020-04-13 08:10:53
Hugo-Friedrich-Hartmann-Oberschule Bardowick,Große Worth 4,21357,Bardowick,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Oberschule,NI,Deutschland,2020-05-11 12:45:12
Fritz-Reuter-Realschule Gifhorn,Limbergstraße 49,38518,Gifhorn,,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule,NI,Deutschland,2020-05-20 13:48:16
Sally-Perel-Gesamtschule Braunschweig,Seikenkamp 10a,38104,Braunschweig,,"Erstbewerber MINT 2018,02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,NI,Deutschland,2020-08-06 10:53:14
Heinrich Schüren Schule Osnabrück,"Sedanstr, 33",49076,Osnabrück,Primarbereich,"02 Erst-Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Grundschule,NI,Deutschland,2020-06-04 16:02:05
St.-Franziskus-Gymnasium Olpe,Kolpingstraße 12,57462,Olpe,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-28 22:18:29
Gymnasium am Markt Bünde,Marktstraße 12,32257,Bünde,,"Ehrung_2014,Ehrung_2015,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Digitale Schule Ehrung 2017,Bewerbung Digitale Schule 2017,02 Erneute Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-16 19:41:06
Städt. St. Michael-Gymnasium Bad Münstereifel,Markt 11,53902,Bad Münstereifel,,"Ehrung_2011,Ehrung_2014,Bewerbung MINT 2011,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gy,NW,Deutschland,2020-03-12 19:20:19
Pascal-Gymnasium Grevenbroich,Schwarzer Weg 1,41515,Grevenbroich,,"Ehrung_2011,Ehrung_2014,Bewerbung MINT 2011,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Unesco Projektschule,02 Erst-Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-29 17:48:17
Gymnasium am Oelberg Königswinter,Weilerweg 25,53639,Königswinter,,"Ehrung_2011,Ehrung_2014,Bewerbung MINT 2011,Bewerbung MINT 2014,Ehrung_2017,Rhein-Sieg-Kreis,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-06-29 13:25:46
Berufskolleg Uerdingen Krefeld,Alte Krefelder Str. 93,47829,Krefeld,,"Ehrung_2011,Ehrung_2014,Bewerbung MINT 2011,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Unesco Projektschule,Bewerbung Digitale Schule 2018,Digitale Schule Ehrung 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Berufskolleg,NW,Deutschland,2020-05-31 12:50:41
Kopernikus-Gymnasium Rheine,Kopernikusstraße 61,48429,Rheine,,"Ehrung_2011,Ehrung_2014,Bewerbung MINT 2011,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-27 13:38:11
Ricarda-Huch-Gymnasium Gelsenkirchen,Schultestraße 50,45888,Gelsenkirchen,,"Ehrung_2011,Ehrung_2014,Bewerbung MINT 2011,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Unesco Projektschule,02 Erst-Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-31 20:33:13
Wittekind Gymnasium der Stadt Lübbecke,Ziegeleiweg 14,32312,Lübbecke,,"Ehrung_2012,Bewerbung MINT 2012,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-08-04 15:50:55
Gesamtschule Mittelkreis Goch,Südring 28,47574,Goch,,"Ehrung_2013,Bewerbung MINT 2013,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erst-Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,NW,Deutschland,2020-06-10 16:48:52
Gemeinschaftsgrundschule Böhmer Straße Duisburg-Buchholz,Böhmer Straße 10-14,47249,Duisburg,Primarbereich,"Ehrung_2013,Bewerbung MINT 2013,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020",Grundschule,NW,Deutschland,2020-05-29 10:54:16
Friedrich-Ebert-Gymnasium Bonn,Ollenhauerstraße 5,53113,Bonn,,"Ehrung_2011,Ehrung_2014,Bewerbung MINT 2011,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Wissensfabrik Partnerschulen 2018,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-08-06 13:32:23
Max-Planck-Gymnasium Gelsenkirchen,Goldbergstraße 91,45894,Gelsenkirchen,,"Ehrung_2011,Ehrung_2014,Bewerbung MINT 2011,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-21 10:40:33
Konrad-Adenauer-Gymnasium Kleve-Kellen,Köstersweg 41,47533,Kleve,,"Ehrung_2012,Ehrung_2015,Bewerbung MINT 2012,Bewerbung MINT 2015,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-29 14:28:15
Beethoven Gymnasium Bonn,Adenauerallee 51-53,53113,Bonn,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-06-04 10:57:34
Clemens-Brentano-Gymnasium Dülmen,An der Kreuzkirche 7,48249,Dülmen,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Digitale Schule Ehrung 2017,Bewerbung Digitale Schule 2017,02 Erneute Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-28 14:35:17
Gesamtschule Marienheide,Pestalozzistrasse 7,51709,Marienheide,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Digitale Schule Ehrung 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,NW,Deutschland,2020-05-29 08:39:45
Gesamtschule Kierspe,Otto-Ruhe-Straße 2-4,58566,Kierspe,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Digitale Schule Ehrung 2017,Bewerbung Digitale Schule 2017,02 Erneute Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka",Gesamtschule,NW,Deutschland,2020-05-29 10:45:42
Willy-Brandt-Gymnasium Oer-Erkenschwick,Christoph-Stöver-Straße 4,45739,Oer-Erkenschwick,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-29 21:40:20
Schulen der Brede Brakel,Bredenweg 7,33034,Brakel,,"Ehrung_2014,MINT-EC,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erst-Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020,00 bearbeitet von Solka","Bündelschule (Gymnasium, Realschule, Berufskolleg)",NW,Deutschland,2020-05-04 10:45:52
"Gymnasium an der Wolfskuhle, Essen",Pinxtenweg 6,45276,Essen,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-31 20:37:05
Carl-Humann-Gymnasium Essen,Laurentiusweg 20,45276,Essen,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erst-Bewerbung Digitale Schule 2020,02 Erneute Bewerbung MINT-fr. Schule 2020,03 Vorbewertung 2020 erfolgt,01 MINT-fr. Schule Ehrung_2020,01 Digitale Schule Ehrung_2020",Gymnasium,NW,Deutschland,2018-01-05 14:45:16
Schiller-Schule Bochum,Waldring 71,44789,Bochum,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Bewerbung Digitale Schule 2019,Vorbewertung 2019 erfolgt,Digitale Schule Ehrung 2019,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-16 08:43:19
Gymnasium am Wirteltor Düren,Hans-Brückmann-Straße 1,52351,Düren,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Gymnasium,NW,Deutschland,2020-05-28 10:53:29
Otto-Schott-Realschule Witten,Am Viehmarkt 5,58452,Witten,,"Ehrung_2014,Bewerbung MINT 2014,Ehrung_2017,Erneute Bewerbung MINT 2017,Ennepe-Ruhr-Kreis,02 Erneute Bewerbung MINT-fr. Schule 2020,01 MINT-fr. Schule Ehrung_2020,00 bearbeitet von Solka",Realschule,NW,Deutschland,2020-05-27 08:23:29
